fecha,res_total,res_oro_divisas,res_pase_pasivo,res_degs,tc_bcra,bm_billetes_publico,bm_billetes_entidades,bm_cta_cte_bcra,bm_saldo,bm_mas_cuasimonedas,m2,m2_transaccional_priv,dep_cc_priv,dep_ca_priv,dep_pf_no_ajust_priv,dep_pf_ajust_cer_priv,dep_total_pesos_priv,dep_usd_priv_enpesos,dep_total_priv_enpesos,dep_usd_priv,prest_adelantos,prest_documentos,prest_hipotecarios,prest_prendarios,prest_personales,prest_tarjetas,prest_otros,prest_total_pesos,prest_total_usd,prest_total_enpesos,tasa_pf_total_tna,tasa_pf_personas_tna,badlar_total_tna,badlar_privados_tna,tasa_personales_tna,tasa_adelantos_tna,tasa_politica_tna,tasa_politica_tea,pases_pasivos,leliq_notaliq,lefi_entidades,bopreal_lediv,factor_bm_lefi,call_baibar_tna,tasa_pf_usd_tna,prest_usd_enpesos
2002-12-31,,,,,,,,,,,47874.74,,11428.0,8298.0,17570.4478,,62821.75012107921,2098.512,62050.02912107921,624.0,3948.0,5447.0,11367.0,2000.0,2572.0,2202.0,2844.0,30380.0,1373.0,34997.399,,,,,,,,,,,,,,,,4617.399
2003-01-01,,,,,,16398.25161290323,2356.41935483871,10840.45064516129,29595.12161290322,37409.12161290322,1397.500703101214,,-64.677419354839,73.322580645161,2246.751290322583,0.1290322580645161,-304.0859320172458,2.347638709677085,1214.965384111783,43.16129032258061,-248.2580645161288,-302.6774193548381,-227.6129032258068,-239.935483870968,-54.45161290322585,-114.9677419354839,-99.9354838709678,-1287.838709677409,-99.22580645161293,-1943.939945161277,,,,,,,,,,,,,0.0,,,-656.1012354838695
2003-01-02,10500.82,10500.82,0.0,0.0,3.363,16444.04,2457.0,10401.19,29302.23,37116.23,47347.04,,11358.0,8507.0,17867.0,,62921.09904512319,2158.725,62726.82404512319,642.0,4199.0,5163.0,11170.0,1908.0,2692.0,2042.0,2705.0,29879.0,1432.0,34694.1,21.68571405083552,,20.8125,21.75,,,,,,,0.0,0.0,0.0,6.341483254700537,1.982611980251026,4815.1
2003-01-03,10505.25,10505.25,0.0,0.0,3.3625,16490.85,2416.0,10453.02,29359.87,37173.87,47206.85,,11271.0,8481.0,18249.0,,63161.69858011855,2166.32,62975.01858011855,650.0,4255.0,5135.0,11159.0,1910.0,2670.0,2017.0,2715.0,29861.0,1407.0,34550.2496,21.22196076011127,,22.0,18.375,,,,,,,0.0,0.0,0.0,6.498510320449429,2.286377035463732,4689.2496
2003-01-06,10563.68,10563.68,0.0,0.0,3.3328,16514.21,2423.0,10586.4,29523.61,37337.61,47310.21,,11346.0,8437.0,18451.0,,63369.60324324083,2160.521,63177.12424324083,649.0,4207.0,5126.0,11144.0,1905.0,2647.0,1990.0,2695.0,29714.0,1406.0,34394.574,21.60988254799932,,21.3125,18.1875,,,,,,,0.0,0.0,0.0,6.492410069386885,1.894754054416298,4680.574000000001
2003-01-07,10605.28,10605.28,0.0,0.0,3.329,16553.61,2417.0,10896.35,29866.96,37680.96,47296.61,,11436.0,8482.0,18741.0,,63695.4146507551,2137.72,63480.1346507551,650.0,4121.0,5113.0,11132.0,1897.0,2648.0,1984.0,2700.0,29595.0,1396.0,34186.1648,19.8029770818479,,17.625,14.6875,,,,,,,0.0,0.0,0.0,6.557353201609026,1.681375141669815,4591.1648
2003-01-08,10652.29,10652.29,0.0,0.0,3.2888,16596.9,2358.0,11002.77,29957.67,37771.67,47278.9,,11248.0,8636.0,18832.0,,63768.73268886907,2160.536,63606.26868886907,656.0,4181.0,5101.0,11122.0,1896.0,2641.0,1914.0,2711.0,29566.0,1390.0,34143.965,17.82378093815126,,17.0625,13.4375,,,,,,,0.0,0.0,0.0,6.486509773029393,3.028335822288595,4577.965
2003-01-09,10662.47,10662.47,0.0,0.0,3.2935,16615.17,2393.0,10980.07,29988.24,37802.24,47440.17,,11274.0,8561.0,18943.0,,63795.60881800784,2180.8094,63647.41821800784,658.0,4166.0,5102.0,11117.0,1893.0,2637.0,1875.0,2713.0,29503.0,1385.0,34093.3055,16.18329867696023,,14.1875,10.5625,,,,,,,0.0,0.0,0.0,6.018337567585173,1.372577076959284,4590.305499999999
2003-01-10,10645.4,10645.4,0.0,0.0,3.3143,16617.55,2390.0,10672.01,29679.56,37493.56,47283.55,,11139.0,8438.0,18974.0,,63507.66959253071,2213.178,63460.84759253071,660.0,4216.0,5094.0,11105.0,1891.0,2631.0,1860.0,2734.0,29531.0,1382.0,34165.2606,16.28304824379858,,13.9375,8.9375,,,,,,,0.0,0.0,0.0,6.006411471164172,1.845751689189189,4634.2606
2003-01-13,10664.14,10664.14,0.0,0.0,3.3533,16539.9,2445.0,10792.86,29777.76,37591.76,47882.9,,11185.0,8479.0,18976.0,,63619.10028645542,2211.045,63615.14528645542,661.0,4307.0,5089.0,11093.0,1885.0,2620.0,1801.0,2735.0,29530.0,1383.0,34156.135,17.30958913448499,,16.4375,13.75,,,,,,,0.0,0.0,0.0,5.932349323493235,1.617219827586207,4626.135
2003-01-14,10692.54,10692.54,0.0,0.0,3.345,16486.32,2410.0,10992.67,29888.99,37702.99,47740.32,,10980.0,8431.0,19147.0,,63409.85831236656,2193.6568,63391.51511236656,664.0,4320.0,5082.0,11085.0,1883.0,2601.0,1794.0,2742.0,29507.0,1383.0,34076.0171,16.47788154000494,,14.875,11.6875,,,,,,,0.0,0.0,0.0,5.238785251570795,1.895853727945362,4569.0171
2003-01-15,10729.64,10729.64,0.0,0.0,3.3037,16438.08,2350.0,11093.22,29881.3,37695.3,47633.08,,11063.0,8221.0,19234.0,,63341.39346408319,2130.15,63266.54346408319,660.0,4310.0,5077.0,11075.0,1876.0,2604.0,1805.0,2714.0,29461.0,1375.0,33898.8125,16.97919742528363,,14.8125,14.3125,,,,,,,0.0,0.0,0.0,5.420978144865668,2.211871284185493,4437.8125
2003-01-16,10745.74,10745.74,0.0,0.0,3.2275,16398.4,2349.0,11169.25,29916.65,37730.65,47539.4,,10942.0,8195.0,19215.0,,63160.4448620426,2173.346,63129.7908620426,670.0,4161.0,5072.0,11059.0,1874.0,2600.0,1818.0,2698.0,29282.0,1381.0,33761.6878,16.94665133776313,,15.8125,13.8125,,,,,,,0.0,0.0,0.0,4.93720445967637,1.143350563909775,4479.6878
2003-01-17,9751.3,9751.3,0.0,0.0,3.2438,16407.13,2315.0,10618.94,29341.07,37155.07,47040.13,,10884.0,8321.0,19366.0,,63315.3479937213,2173.48,63284.8279937213,670.0,4122.0,5064.0,11052.0,1869.0,2591.0,1838.0,2671.0,29207.0,1371.0,33654.524,15.20073886178949,,14.125,13.5,,,,,,,0.0,0.0,0.0,5.065356898637631,1.857761162144841,4447.524
2003-01-20,9752.04,9752.04,0.0,0.0,3.244,16362.18,2354.0,10675.55,29391.73,37205.73,47313.18,,11158.0,8132.0,19336.0,,63425.50201150052,2126.7378,63349.23981150052,666.0,4145.0,5047.0,11042.0,1868.0,2586.0,1842.0,2675.0,29205.0,1368.0,33573.4344,16.24496414504828,,14.625,14.3125,,,,,,,0.0,0.0,0.0,4.857172021734351,1.366077757933782,4368.4344
2003-01-21,9814.88,9814.88,0.0,0.0,3.1933,16353.19,2301.0,10940.12,29594.31,37408.31,47067.19,,11293.0,8147.0,19513.0,,63738.36402284981,2089.5776,63624.94162284981,667.0,4100.0,5037.0,11033.0,1862.0,2590.0,1857.0,2670.0,29149.0,1372.0,33447.2016,15.94725207105772,,15.75,13.8125,,,,,,,0.0,0.0,0.0,5.236202326608747,1.421754250386399,4298.2016
2003-01-22,9831.11,9831.11,0.0,0.0,3.1328,16363.34,2265.0,10944.73,29573.07,37387.07,46888.34,,11134.0,8127.0,19601.0,,63641.44889519527,2067.7275,63505.17639519527,675.0,4027.0,5030.0,11022.0,1860.0,2581.0,1889.0,2671.0,29080.0,1363.0,33255.2779,16.9723492768169,,17.0,16.3125,,,,,,,0.0,0.0,0.0,5.8686390851718,2.793907514450867,4175.2779
2003-01-23,8267.08,8267.08,0.0,0.0,3.0633,16317.55,2274.0,11019.58,29611.13,37425.13,46694.55,,10901.0,8117.0,19761.0,,63501.22713598957,2099.76,63398.98713598958,673.0,4045.0,5038.0,11033.0,1852.0,2578.0,1906.0,2660.0,29112.0,1372.0,33392.64,14.59374798264596,,13.125,12.9375,,,,,,,0.0,0.0,0.0,5.536410681836138,0.9297243744443033,4280.64
2003-01-24,8245.24,8245.24,0.0,0.0,3.12,16265.82,2266.0,11100.48,29632.3,37446.3,46437.82,,10866.0,8089.0,19851.0,,63431.9010823704,2157.844,63388.7450823704,680.0,4016.0,5032.0,11025.0,1847.0,2584.0,1946.0,2631.0,29081.0,1374.0,33441.1142,15.13194933311359,,13.5,10.5625,,,,,,,0.0,0.0,0.0,4.728375530471434,1.045625774473358,4360.1142
2003-01-27,9262.21,9262.21,0.0,0.0,3.1733,16169.54,2309.0,11122.35,29600.89,37414.89,46704.54,,11056.0,8090.0,19632.0,,63593.81896940204,2212.9968,63593.81576940204,679.0,4020.0,5047.0,11018.0,1844.0,2583.0,1976.0,2630.0,29118.0,1379.0,33612.4368,16.0417779176549,,15.375,13.4375,,,,,,,0.0,0.0,0.0,4.476,1.216594056324879,4494.436799999999
2003-01-28,9264.11,9264.11,0.0,0.0,3.2592,16085.29,2304.0,11223.45,29612.74,37426.74000000001,46845.29,,11092.0,8096.0,19803.0,,63645.13581199238,2229.9811,63670.11691199238,667.0,4004.0,5032.0,11000.0,1840.0,2583.0,1982.0,2624.0,29065.0,1387.0,33702.1571,15.13063412623791,,13.625,12.1875,,,,,,,0.0,0.0,0.0,4.72685775216431,1.336666666666667,4637.1571
2003-01-29,9330.32,9330.32,0.0,0.0,3.3433,16065.2,2333.0,11235.6,29633.8,37447.8,46933.2,,11187.0,8091.0,19871.0,,63851.12651262937,2217.775,63862.90151262937,665.0,4079.0,5011.0,10991.0,1839.0,2579.0,1984.0,2628.0,29111.0,1382.0,33719.97,16.2456656239138,,14.125,15.375,,,,,,,0.0,0.0,0.0,4.618760286515682,2.152765731292517,4608.97
2003-01-30,9334.47,9334.47,0.0,0.0,3.335,16075.38,2384.0,11187.11,29646.49,37460.49000000001,46995.38,,11087.0,8245.0,20062.0,,64009.30486473801,2161.08,63964.38486473801,667.0,3999.0,5099.0,10982.0,1834.0,2575.0,2039.0,2639.0,29167.0,1380.0,33638.2,16.47998885167924,,14.6875,12.9375,,,,,,,0.0,0.0,0.0,4.567001164309102,0.8438216724648885,4471.2
2003-01-31,9325.55,9325.55,0.0,0.0,3.24,16174.71,2409.0,10907.93,29491.64,37305.64,-682.0299999999988,,-607.0,236.0,2701.552199999998,4.0,1489.991335030412,45.95379999999977,2240.178135030408,50.0,-142.0,-359.0,-331.0,-139.0,-75.0,2.0,-33.0,-1077.0,37.0,-1208.201999999997,14.49612719166689,,12.5,11.4375,,,,,,,0.0,0.0,0.0,4.733149026285115,1.014190435342055,-131.2020000000002
2003-02-01,,,,,,16540.96357142857,2276.75,10602.65285714286,29420.36642857143,37234.36642857143,-692.8318202764931,,-336.7603686635939,-107.9412442396315,2187.524725345622,3.835253456221198,957.518350535749,41.08593582949288,1086.31917576617,33.12211981566827,-257.4504608294928,-88.22695852534616,-134.5288018433184,-76.92972350230411,-93.77073732718918,23.33986175115206,147.3709677419356,-480.1958525345653,14.58755760368649,-569.8334224654391,,,,,,,,,,,,,0.0,,,-89.63756993087645
2003-02-03,9307.69,9307.69,0.0,0.0,3.1817,16260.11,2345.0,10561.79,29166.9,36980.9,47296.11,,10817.0,8565.0,20184.0,4.0,64205.99105515362,2146.0593,64163.05035515362,671.0,3896.0,4976.0,10986.0,1868.0,2562.0,2073.0,2926.0,29287.0,1363.0,33646.2829,16.13679355511667,,15.375,13.125,,,,,,,0.0,0.0,0.0,4.666842913865001,1.585098255199154,4359.2829
2003-02-04,9290.26,9290.26,0.0,0.0,3.1983,16313.31,2375.0,10528.24,29216.55,37030.55,47348.31,,10909.0,8561.0,20356.0,4.0,64316.31035394734,2143.3993,64280.70965394734,679.0,3888.0,4986.0,10985.0,1866.0,2555.0,2024.0,2922.0,29226.0,1373.0,33560.1491,15.60643662734834,,14.5625,15.0,,,,,,,0.0,0.0,0.0,5.023180839640955,1.136582095438412,4334.1491
2003-02-05,9305.69,9305.69,0.0,0.0,3.1567,16409.64,2321.0,10455.45,29186.09,37000.09,47103.64,,10826.0,8657.0,20505.0,4.0,64429.03256679457,2141.0907,64393.12326679457,679.0,3902.0,4985.0,10978.0,1863.0,2551.0,2008.0,2906.0,29193.0,1387.0,33566.6271,15.5937387435304,,14.4375,14.5625,,,,,,,0.0,0.0,0.0,4.759988790135319,1.189662749105774,4373.627100000001
2003-02-06,9319.69,9319.69,0.0,0.0,3.1533,16537.0,2273.0,10403.51,29213.51,37027.51,47269.0,,10974.0,8642.0,20684.0,4.0,64680.06397435801,2158.0188,64716.08277435801,686.0,3884.0,4972.0,10964.0,1864.0,2548.0,2038.0,2906.0,29176.0,1382.0,33523.4956,14.81828181799455,,13.75,12.75,,,,,,,0.0,0.0,0.0,5.644518261036494,1.059613179211796,4347.4956
2003-02-07,9210.15,9210.15,0.0,0.0,3.1458,16698.82,2252.0,10236.82,29187.64,37001.64,46603.82,,10775.0,8656.0,20839.0,4.0,64761.28887273105,2165.2179,64745.50677273105,687.0,3860.0,4973.0,10952.0,1855.0,2541.0,2007.0,2913.0,29101.0,1394.0,33494.4698,15.6716734288173,,13.375,12.875,,,,,,,0.0,0.0,0.0,4.67774812419073,1.110696790962711,4393.4698
2003-02-10,9232.29,9232.29,0.0,0.0,3.1517,16731.63,2338.0,9679.92,28749.55,36563.55,45935.63,,10921.0,8464.0,20783.0,4.0,64673.21057847222,2145.4356,64637.64617847222,682.0,3887.0,5009.0,11002.0,1798.0,2538.0,1999.0,2900.0,29133.0,1399.0,33533.9742,17.67899217269195,,18.0,19.4375,,,,,,,0.0,0.0,0.0,5.077294310909878,0.8980271012982092,4400.9742
2003-02-11,9255.98,9255.98,0.0,0.0,3.1458,16702.65,2280.0,9825.04,28807.69,36621.69,45566.65,,10766.0,8372.0,20995.0,4.0,64359.27730592228,2133.9696,64313.24690592228,688.0,3916.0,5004.0,11001.0,1795.0,2534.0,1953.0,2905.0,29108.0,1396.0,33437.9732,16.49216095245815,,14.3125,13.625,,,,,,,0.0,0.0,0.0,5.080856384571982,1.170786313538411,4329.9732
2003-02-12,9235.75,9235.75,0.0,0.0,3.1017,16631.19,2251.0,10039.79,28921.98,36735.98,45300.19,,10685.0,8290.0,21065.0,4.0,64268.75024765106,2131.5968,64219.34704765106,691.0,3850.0,5006.0,10988.0,1791.0,2531.0,1937.0,2924.0,29027.0,1398.0,33339.5504,16.93650725213247,,15.8125,14.25,,,,,,,0.0,0.0,0.0,5.164589116430105,2.071106821106821,4312.5504
2003-02-13,9291.15,9291.15,0.0,0.0,3.0848,16626.25,2246.0,10092.61,28964.86,36778.86,45105.25,,10592.0,8204.0,21243.0,4.0,64074.22082245257,2153.6397,64046.86052245257,691.0,3844.0,5009.0,10979.0,1786.0,2527.0,1869.0,2850.0,28864.0,1415.0,33274.1305,16.29377109817145,,14.9375,14.875,,,,,,,0.0,0.0,0.0,5.241029839293627,0.9721152610810314,4410.130499999999
2003-02-14,9440.25,9440.25,0.0,0.0,3.1167,16641.2,2232.0,10153.25,29026.45,36840.45,45344.2,,10487.0,8123.0,21521.0,4.0,64016.93492169368,2208.0336,64043.96852169368,692.0,3848.0,5001.0,10970.0,1784.0,2523.0,1864.0,2848.0,28838.0,1418.0,33362.5544,17.86201064726209,,16.4375,15.75,,,,,,,0.0,0.0,0.0,5.992142678972312,0.9231866825208085,4524.5544
2003-02-17,9438.86,9438.86,0.0,0.0,3.1908,16581.83,2300.0,10142.74,29024.57,36838.57,45365.83,,10577.0,8004.0,21543.0,4.0,64041.53944212596,2200.5432,64060.08264212596,696.0,3945.0,5015.0,10961.0,1780.0,2521.0,1864.0,2845.0,28931.0,1415.0,33404.8055,19.65947894442816,,22.25,23.8125,,,,,,,0.0,0.0,0.0,5.721085457927563,1.104441048548254,4473.8055
2003-02-18,9433.57,9433.57,0.0,0.0,3.1617,16544.45,2299.0,10239.85,29083.3,36897.3,45854.45,,10742.0,7860.0,21776.0,4.0,64292.49041687197,2201.4745,64311.96491687196,697.0,3994.0,5007.0,10951.0,1778.0,2513.0,1820.0,2853.0,28916.0,1413.0,33378.9605,23.02841414380322,,19.375,20.375,,,,,,,0.0,0.0,0.0,6.513837377955592,0.9245114128002387,4462.9605
2003-02-19,10195.29,10195.29,0.0,0.0,3.1585,16566.05,2246.0,10353.38,29165.43,36979.43,46147.05,,10754.0,7846.0,21881.0,4.0,64424.08116568963,2229.01,64477.09116568963,700.0,3997.0,5000.0,10924.0,1775.0,2510.0,1816.0,2821.0,28843.0,1408.0,33326.4944,20.82387931172618,,21.4375,21.375,,,,,,,0.0,0.0,0.0,7.032585079197109,1.348626016260162,4483.4944
2003-02-20,10209.22,10209.22,0.0,0.0,3.1843,16594.31,2197.0,11184.47,29975.78,37789.78,46455.31,,10836.0,7920.0,21943.0,4.0,64509.69109371379,2281.5802,64615.27129371379,706.0,3890.0,4996.0,10906.0,1771.0,2489.0,1869.0,2790.0,28711.0,1410.0,33267.697,20.42252591762802,,20.5625,18.8125,,,,,,,0.0,0.0,0.0,7.668933804811671,1.032109915449654,4556.697
2003-02-21,10246.63,10246.63,0.0,0.0,3.2317,16618.7,2186.0,11222.6,30027.3,37841.3,47091.7,,10845.0,7838.0,22031.0,4.0,64553.60363849282,2276.9775,64655.58113849282,711.0,3945.0,4987.0,10900.0,1768.0,2488.0,1885.0,2769.0,28742.0,1399.0,33222.2975,19.36828952695436,,17.5625,15.25,,,,,,,0.0,0.0,0.0,8.378315362479631,1.038987967694083,4480.297500000001
2003-02-24,10251.36,10251.36,0.0,0.0,3.2025,16580.42,2217.0,11253.52,30050.94,37864.94,46912.42,,10867.0,7804.0,22091.0,4.0,64538.68607601724,2273.2332,64636.91927601724,714.0,3903.0,4982.0,10893.0,1766.0,2502.0,1894.0,2774.0,28714.0,1399.0,33168.1362,20.76544479864711,,20.25,18.9375,,,,,,,0.0,0.0,0.0,8.559523143349507,0.69,4454.1362
2003-02-25,10273.63,10273.63,0.0,0.0,3.1838,16461.11,2280.0,11387.4,30128.51,37942.51,46587.11,,10812.0,7719.0,22091.0,4.0,64317.62668918214,2252.25,64394.87668918214,715.0,3843.0,4980.0,10882.0,1761.0,2499.0,1905.0,2750.0,28620.0,1401.0,33033.15,19.02487973880292,,20.0625,17.375,,,,,,,0.0,0.0,0.0,9.29831686484676,0.9154486051771802,4413.15
2003-02-26,10299.53,10299.53,0.0,0.0,3.15,16409.19,2290.0,11417.5,30116.69,37930.69,46671.19,,10937.0,7721.0,22174.0,4.0,64519.832809928,2241.9998,64585.832609928,709.0,3803.0,4972.0,10872.0,1758.0,2494.0,1915.0,2743.0,28557.0,1396.0,32971.4312,18.55151101291363,,18.0,17.6875,,,,,,,0.0,0.0,0.0,9.126654105105045,2.402913871746713,4414.4312
2003-02-27,10295.41,10295.41,0.0,0.0,3.1622,16440.35,2308.0,11378.55,30126.9,37940.89999999999,47216.35,,10991.0,7983.0,22303.0,4.0,64867.02116355143,2268.5521,64959.57326355143,713.0,3802.0,4979.0,10865.0,1754.0,2491.0,1964.0,2735.0,28590.0,1398.0,33038.0166,18.20685517545058,,17.875,17.1875,,,,,,,0.0,0.0,0.0,9.458380767901948,1.109766696705718,4448.0166
2003-02-28,10288.37,10288.37,0.0,0.0,3.1817,16531.91,2355.0,11276.65,30163.56,37977.56,179.2000000000044,,-86.0,-224.0,2294.0,-1.0,732.6852826947434,259.7105000000001,887.3957826947444,77.0,-242.0,12.0,-180.0,-139.0,-119.0,-83.0,-11.0,-762.0,-42.0,-868.8185999999987,19.44032599565421,,20.1875,19.9375,,,,,,,0.0,0.0,0.0,9.004164826031941,0.7587406917094158,-106.8186000000005
2003-03-01,,,,,,17017.21896774194,2262.935483870968,11107.92983870968,30388.08429032258,38080.14880645162,431.0894976958516,,-175.8202764976959,-139.8329493087558,1699.912442396315,-2.157834101382488,268.2662056656045,77.80023836405553,335.9719739835782,45.87788018433173,-165.3559907834101,-111.192396313364,-245.2131336405528,-118.8767281105991,-205.1647465437786,-6.726958525345481,-40.2741935483873,-892.8041474654383,-21.00691244239601,-1082.552800115212,,,,,,,,,,,,,0.0,,,-189.7486526497687
2003-03-03,10256.52,10256.52,0.0,0.0,3.2013,16686.94,2334.0,11185.12,30206.06,38020.06,47661.94,,10862.0,8337.0,22546.0,0.0,64898.86534226667,2320.6827,65044.54804226667,721.0,3813.0,4921.0,10828.0,1739.0,2388.0,2025.0,2795.0,28509.0,1392.0,32989.4304,19.62667181207774,,19.6875,17.25,,,,,,,0.0,0.0,0.0,9.113099639456836,0.8134782608695653,4480.4304
2003-03-04,10262.5,10262.5,0.0,0.0,3.2187,16763.95,2327.0,11154.94,30245.89,38059.89,47529.95,,10703.0,8322.0,22621.0,2.0,64733.40528815705,2310.8526,64869.25788815705,723.0,3811.0,4914.0,10807.0,1732.0,2384.0,2012.0,2831.0,28491.0,1392.0,32940.1104,18.1473868192919,,17.5625,16.8125,,,,,,,0.0,0.0,0.0,9.204465486668001,0.8173123349679365,4449.1104
2003-03-05,10265.68,10265.68,0.0,0.0,3.1962,16867.25,2270.0,11072.71,30209.96,37883.96,47457.25,,10679.0,8409.0,22643.0,2.0,64832.64328749187,2285.28,64942.92328749187,720.0,3776.0,4912.0,10785.0,1728.0,2380.0,2016.0,2841.0,28438.0,1386.0,32837.164,18.73656651972201,,19.8125,18.5625,,,,,,,0.0,0.0,0.0,10.33792577479841,1.309648722790267,4399.164
2003-03-06,10276.35,10276.35,0.0,0.0,3.174,17002.81,2298.0,10927.9,30228.71,37902.71,47546.81,,10837.0,8455.0,22686.0,2.0,65075.70459195529,2290.176,65189.88059195529,720.0,3773.0,4909.0,10773.0,1724.0,2375.0,2017.0,2844.0,28415.0,1387.0,32826.7696,19.14522439046405,,19.375,20.5625,,,,,,,0.0,0.0,0.0,10.42145381328074,0.8632952747004295,4411.769600000001
2003-03-07,10278.75,10278.75,0.0,0.0,3.1808,17191.51,2257.0,10735.9,30184.41,37858.41,47664.51,,10683.0,8592.0,22821.0,2.0,65160.7595921944,2292.9945,65277.7540921944,723.0,3753.0,4902.0,10768.0,1720.0,2370.0,2020.0,2832.0,28365.0,1381.0,32744.8415,19.86575868969095,,19.9375,20.25,,,,,,,0.0,0.0,0.0,9.982069328736953,0.997924299160004,4379.8415
2003-03-10,10304.24,10304.24,0.0,0.0,3.1715,17257.97,2288.0,10708.68,30254.65,37928.65,47736.97,,10808.0,8416.0,22651.0,2.0,65006.88474231947,2280.0932,65110.97794231947,724.0,3795.0,4892.0,10755.0,1714.0,2314.0,2002.0,2835.0,28307.0,1389.0,32681.3777,18.86118022135063,,17.0625,16.4375,,,,,,,0.0,0.0,0.0,9.8438123752495,1.008022191800562,4374.3777
2003-03-11,10309.46,10309.46,0.0,0.0,3.1493,17259.3,2245.0,10731.32,30235.62,37909.62,46920.3,,10674.0,8321.0,22702.0,2.0,64762.06054569483,2333.928,64923.98854569483,744.0,3803.0,4851.0,10741.0,1710.0,2311.0,1988.0,2791.0,28195.0,1383.0,32533.471,22.03189038216303,,23.4375,23.75,,,,,,,0.0,0.0,0.0,10.89761095372993,0.8900372010628875,4338.471
2003-03-12,10312.15,10312.15,0.0,0.0,3.137,17227.41,2205.0,10904.89,30337.3,38011.3,46669.41,,10622.0,8100.0,22781.0,2.0,64524.37032717261,2300.7287,64656.09902717261,739.0,3779.0,4870.0,10733.0,1705.0,2310.0,1950.0,2842.0,28189.0,1382.0,32491.5806,20.41207691619412,,22.0,21.9375,,,,,,,0.0,0.0,0.0,11.03519812116103,0.8789822149155583,4302.5806
2003-03-13,10311.499,10311.499,0.0,0.0,3.1133,17203.18,2194.0,10924.01,30321.19,37995.19,46278.18,,10518.0,7982.0,22910.0,1.0,64437.53004068647,2309.0954,64576.62544068647,743.0,3750.0,4868.0,10725.0,1702.0,2310.0,1891.0,2847.0,28093.0,1382.0,32387.9796,18.71958649588246,,16.125,17.1875,,,,,,,0.0,0.0,0.0,10.05990163325909,1.001800873037987,4294.979600000001
2003-03-14,10325.86,10325.86,0.0,0.0,3.1078,17200.016,2191.0,10910.255,30301.271,37975.271,46120.016,,10464.0,7886.0,22971.0,1.0,64322.08915585109,2324.996,64472.08515585109,745.0,3731.0,4857.0,10707.0,1687.0,2301.0,1876.0,2841.0,28000.0,1383.0,32316.0664,20.04883176311803,,20.0,22.25,,,,,,,0.0,0.0,0.0,9.320736619988491,0.8792919422730007,4316.0664
2003-03-17,10208.95,10208.95,0.0,0.0,3.1208,17110.17,2248.0,10995.63,30353.8,38027.8,46340.17,,10601.0,7812.0,22936.0,1.0,64284.05211896436,2306.4,64415.45211896436,744.0,3735.0,4858.0,10698.0,1683.0,2297.0,1860.0,2833.0,27964.0,1383.0,32251.3,19.10158368604365,,18.0,17.0,,,,,,,0.0,0.0,0.0,8.654649704982422,0.8953948717948718,4287.3
2003-03-18,10224.2,10224.2,0.0,0.0,3.1,17044.11,2237.0,11084.88,30365.99,38039.99,46705.11,,10785.0,7776.0,23037.0,1.0,64520.75149604505,2271.5355,64614.28699604505,741.0,3750.0,4844.0,10685.0,1680.0,2297.0,1835.0,2840.0,27931.0,1383.0,32170.5865,21.78785561693925,,23.5,21.0,,,,,,,0.0,0.0,0.0,9.072017815790058,0.7703057480635955,4239.5865
2003-03-19,10175.63,10175.63,0.0,0.0,3.0655,16981.94,2198.0,11227.29,30407.23,38081.23,46586.94,,10675.0,7778.0,23079.0,2.0,64456.70581557861,2243.2656,64521.97141557861,743.0,3727.0,4833.0,10670.0,1647.0,2294.0,1853.0,2802.0,27826.0,1377.0,31983.4384,23.5680143356235,,25.0625,25.0625,,,,,,,0.0,0.0,0.0,8.422141045462354,1.810592353257943,4157.4384
2003-03-20,10513.01,10513.01,0.0,0.0,3.0192,17020.36,2187.0,11261.92,30469.28,38143.28,46692.36,,10706.0,7728.0,23184.0,2.0,64476.25539347074,2261.6055,64558.86089347074,749.0,3740.0,4831.0,10660.0,1655.0,2297.0,1839.0,2746.0,27768.0,1372.0,31910.754,23.62075273415913,,24.6875,22.4375,,,,,,,0.0,0.0,0.0,8.387515775743049,0.8147749691738595,4142.754
2003-03-21,10507.23,10507.23,0.0,0.0,3.0195,17063.01,2153.0,11282.49,30498.5,38172.5,46715.01,,10658.0,7855.0,23172.0,2.0,64540.05521383117,2279.8107,64641.86591383117,751.0,3724.0,4837.0,10652.0,1651.0,2297.0,1839.0,2746.0,27746.0,1369.0,31901.8733,22.08866148531952,,23.25,21.0625,,,,,,,0.0,0.0,0.0,7.578465351964375,0.9300071106897368,4155.8733
2003-03-24,10495.72,10495.72,0.0,0.0,3.0357,16970.75,2229.0,11372.51,30572.26,38246.26,46479.75,,10698.0,7730.0,23115.0,2.0,64445.98515983428,2232.5296,64499.51475983428,742.0,3742.0,4833.0,10632.0,1647.0,2296.0,1863.0,2753.0,27766.0,1372.0,31894.0736,22.88547149425422,,23.75,21.8125,,,,,,,0.0,0.0,0.0,7.298413047130433,0.8686319451550188,4128.0736
2003-03-25,10533.58,10533.58,0.0,0.0,3.0088,16893.21,2213.0,11492.3,30598.51,38272.50999999999,46122.21,,10494.0,7622.0,23398.0,2.0,64361.89368568528,2182.7414,64359.63508568528,742.0,3803.0,4807.0,10622.0,1643.0,2295.0,1894.0,2748.0,27812.0,1366.0,31830.3622,16.9663317558529,,13.375,11.875,,,,,,,0.0,0.0,0.0,7.223795663407136,0.7713008130081301,4018.3622
