fecha;ica_expo_total;ica_impo_total;ica_saldo;ica_expo_pp;ica_expo_moa;ica_expo_moi;ica_expo_ce;ica_impo_bk;ica_impo_bi;ica_impo_cyl;ica_impo_piezas;ica_impo_bc;ica_impo_vehic;ica_impo_resto
2003-11-01;2453.730904;1336.225802;1117.505102;334.885845;981.534503;659.641509;477.669047;252.81601;515.976057;54.100537;248.761943;194.978102;68.580274;1.012879
2003-12-01;2461.72732;1508.286436;953.440884;327.786151;899.067238;728.06645;506.807481;375.04597;571.914203;41.259058;232.45223;216.002646;70.111;1.501329
2004-01-01;2322.450679;1608.575067;713.875612;434.661098;858.538257;587.595138;441.656186;507.070979;592.404385;58.417359;228.114913;163.01275;52.541995;7.012686
2004-02-01;2395.035139;1363.731431;1031.303708;415.13754;940.540346;628.56695;410.790303;303.029737;556.003629;44.850202;223.099589;155.900925;72.420495;8.426854
2004-03-01;2657.573743;1690.058163;967.51558;511.365779;883.874646;748.945032;513.388286;340.167822;710.416246;39.959885;308.035509;197.9737;81.511212;11.993789
2004-04-01;3039.747864;1650.876869;1388.870995;893.276022;1015.680587;672.510393;458.280862;372.902361;628.988881;67.969772;302.192361;178.64831;87.162646;13.012538
2004-05-01;3394.395773;1792.15734;1602.2384330000002;934.62311;1199.556717;760.79588;499.420066;336.764896;695.376782;130.610785;303.344987;201.907342;109.697283;14.455265
2004-06-01;2950.695035;2039.339799;911.355236;639.642371;1046.948411;787.740696;476.363557;416.388331;739.856319;192.506324;332.465542;215.550862;127.086228;15.486193
2004-07-01;3034.288112;1969.827469;1064.460643;654.617395;1090.807801;784.400919;504.461997;439.09088;741.489953;109.064609;331.818764;214.73985;118.936997;14.686416
2004-08-01;2944.953517;2031.629332;913.324185;608.9714;994.954964;828.248706;512.778447;440.434041;817.720796;72.528441;341.288282;215.826403;129.261887;14.569482
2004-09-01;3001.937097;2025.221298;976.715799;540.616568;967.863521;840.778713;652.678295;519.375224;747.600931;66.571858;318.311713;244.041043;116.18308;13.137449
2004-10-01;2830.652208;1972.50071;858.151498;318.626455;947.983628;950.911991;613.130134;462.372933;723.162426;81.919674;322.713673;254.674329;113.379943;14.277732
2004-11-01;3041.861773;2192.617922;849.2438510000002;440.133818;1047.949453;1015.42126;538.357242;526.324522;833.969437;71.214718;362.5841;290.025981;93.1797;15.319464
2004-12-01;2962.142762;2108.745995;853.3967669999997;460.325133;931.633657;1010.463491;559.720481;584.245197;725.150803;67.707096;355.559328;265.87386;94.982821;15.22689
2005-01-01;2781.105834;1901.013368;880.0924660000001;508.069267;902.554747;828.721398;541.760422;414.775397;766.878877;86.204834;333.851497;215.259447;72.577251;11.466065
2005-02-01;2606.256268;1867.287144;738.9691240000002;500.579873;838.735013;831.014551;435.926831;395.336593;739.577823;86.010411;307.208628;216.621515;114.084934;8.44724
2005-03-01;3054.434593;2197.568086;856.8665069999997;656.222059;972.020431;916.2552;509.936903;469.991165;881.839474;79.084763;401.135034;233.058332;122.527357;9.931961
2005-04-01;3560.857241;2379.914676;1180.9425650000005;939.068339;1039.671591;1008.039167;574.078144;517.107523;875.863612;184.347743;437.072297;243.40266;107.284846;14.835995
2005-05-01;3695.289604;2475.966974;1219.32263;1028.903986;1121.712697;997.304576;547.368345;504.224742;921.800853;192.44659;465.41582;247.432677;133.0582;11.588092
2005-06-01;3450.194061;2723.616025;726.5780360000003;789.589027;1132.288234;928.947764;599.369036;735.482566;911.891484;201.348985;458.224116;254.952021;149.356897;12.359956
2005-07-01;3601.002091;2349.035213;1251.9668779999995;831.803651;1167.940995;1016.60387;584.653575;539.648485;857.856742;153.765463;405.358958;257.289104;125.965501;9.15096
2005-08-01;3837.365402;2625.668765;1211.696637;771.111688;1291.226105;1071.790729;703.23688;624.331875;912.022149;128.121405;449.567918;294.513044;205.464875;11.647499
2005-09-01;3482.929591;2468.084267;1014.845324;577.067534;1131.642619;1061.418057;712.801381;652.356617;814.534925;110.351253;445.893132;307.071896;126.473472;11.402972
2005-10-01;3398.857098;2502.677288;896.1798100000001;433.101699;1192.601218;1119.025398;654.128783;660.953109;831.582873;98.284058;451.405407;306.161735;144.703305;9.586801
2005-11-01;3273.907216;2701.127099;572.7801170000002;363.84687;1148.271045;1144.666361;617.12294;742.894446;917.397095;98.048104;459.110023;323.142293;150.486491;10.048647
2005-12-01;3644.568092;2494.934538;1149.633554;711.261299;1202.618359;1061.015352;669.673082;679.070823;842.141042;127.377309;385.926746;299.864121;149.961335;10.593162
2006-01-01;3187.531177;2323.638112;863.8930649999998;575.224172;1116.574616;846.428801;649.303588;521.717064;891.958774;99.619915;379.050506;261.268511;161.043749;8.979593
2006-02-01;3089.947949;2326.038661;763.9092879999998;566.794717;1040.095413;895.642557;587.415262;546.42943;827.447972;99.807615;421.382732;261.617949;160.207926;9.145037
2006-03-01;3647.990741;2722.105671;925.8850700000004;704.605302;1134.064724;1210.793438;598.527277;634.381882;971.392834;124.73633;507.17448;307.085216;166.163712;11.171217
2006-04-01;3925.341341;2545.466974;1379.874367;971.17644;1124.568778;1119.685602;709.910521;629.998178;842.835198;132.514768;483.904496;287.878679;156.909164;11.426491
2006-05-01;4181.28525;2825.927528;1355.3577219999995;919.834573;1332.889855;1328.830243;599.730579;649.90923;984.372371;132.292167;525.445923;340.712605;182.734286;10.460946
2006-06-01;3847.778902;2859.179374;988.5995280000002;760.287073;1167.743369;1203.655798;716.092662;638.286629;988.656241;217.287539;517.235441;306.080551;181.371242;10.261731
2006-07-01;3816.863287;2852.366353;964.4969340000002;629.396227;1305.835687;1224.254339;657.377034;653.709246;989.638883;179.498386;561.594293;303.860217;155.269207;8.796121
2006-08-01;4246.164905;3280.79365;965.3712549999996;809.029822;1389.329301;1401.558898;646.246884;780.566154;1119.046675;222.492639;601.578541;369.979956;178.13068;8.999005
2006-09-01;4048.108245;3169.427338;878.6809069999999;606.191646;1367.560121;1434.415312;639.941166;816.093412;1069.911157;184.307293;583.122483;354.726592;151.292699;9.973702
2006-10-01;4203.734877;3255.114048;948.620829;710.025985;1471.344651;1305.749691;716.61455;815.241872;1094.031139;140.119813;611.381789;379.920401;205.173711;9.245323
2006-11-01;4110.081663;3237.230204;872.851459;685.807569;1338.815844;1463.114599;622.343651;738.36033;1135.597738;119.474102;657.01634;394.351829;182.255243;10.174622
2006-12-01;4241.374428;2756.394597;1484.979831;686.994912;1476.122879;1408.769042;669.487595;723.270491;940.979714;80.000709;505.858478;340.093729;156.526248;9.665228
2007-01-01;3389.549992069999;2951.042255280001;438.507736789998;608.6586779900001;1109.3089311199994;1114.3508365099992;557.23154645;688.38431723;1116.2164428900005;121.38437359000002;531.2427686699999;331.90709277999986;154.2511408;7.656119319999999
2007-02-01;3587.3380862500007;2790.78121339;796.556872860001;640.8926523199997;1236.7863268200006;1152.1884826000007;557.4706245100001;679.3205127699999;986.06723087;83.25576312999998;510.58031129;313.13030805;209.28809406;9.13899322
2007-03-01;4172.585854390002;3422.11019552;750.475658870002;905.2904233500002;1258.3859260100012;1398.7277908300014;610.1817141999999;828.8126372700002;1185.31632298;123.90884765;637.1377624000003;386.66161946;249.78726704;10.48573872
2007-04-01;4298.555498040003;3060.8982461999994;1237.6572518400037;1166.714030060001;1349.0422353200008;1188.38087591;594.4183567500002;715.5236185699999;1075.47053049;116.10313811;596.33429652;346.24789267000006;201.31367289;9.90509695
2007-05-01;4855.844752780002;3542.11578779;1313.7289649900015;1261.326803350001;1580.1866416099986;1401.4873783100015;612.8439295099998;839.0684572000004;1214.9705369699998;185.77561679;653.9295666499999;378.8306990200004;260.20174614;9.33916502
2007-06-01;4521.093598310001;3578.9387432399994;942.1548550700012;1106.3930544800012;1506.3612137999992;1412.62978897;495.70954106;795.7979218899998;1219.1064751799993;336.14214837;661.1665528000001;373.02453918000015;183.62382150000005;10.07728432
2007-07-01;4614.2473973000015;4125.808592359999;488.4388049400022;1123.571868290001;1671.0758672100003;1362.8945257200005;456.7051360800001;886.3762493799999;1388.4609612400002;469.1739555099999;680.8744542799999;435.9989399900001;254.7494111000001;10.17462086
2007-08-01;4921.64104283;4606.396253120001;315.24478970999826;1156.2231803799998;1699.9083665099993;1562.6632453900006;502.84625055;1053.9872171000004;1484.6523465000005;544.9677658700002;796.1718004600002;483.37474949000006;232.64798405000008;10.59438965
2007-09-01;4827.809136579996;3963.060971409999;864.7481651699973;1092.1052801299995;1773.371095589998;1496.4505739399992;465.8821869199998;866.6751875099997;1456.1881800499996;254.94288638000003;672.5056429499999;471.7586781400002;230.47500209;10.51539429
